"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"57835","1992","1","regular","1992-08-26T00:00:00.000Z","","true","false","","","","","245","Texas A&M","Southwest","fbs","10","","","1873","1872","24","Stanford","Pac-10","fbs","7","","","1697","1698","","",""
"57836","1992","1","regular","1992-08-29T00:00:00.000Z","","true","false","","","","","152","NC State","ACC","fbs","24","","","1610","1634","2294","Iowa","Big Ten","fbs","14","","","1699","1675","","",""
"58450","1992","1","postseason","1992-12-05T00:00:00.000Z","","true","true","true","","","","333","Alabama","SEC","fbs","28","","","1926","1928","57","Florida","SEC","fbs","21","","","1716","1714","","",""
"58454","1992","1","postseason","1992-12-18T00:00:00.000Z","","true","true","","","","","189","Bowling Green","Mid-American","fbs","35","","","1614","1612","2440","Nevada","Big West","fbs","34","","","1436","1438","","",""
"58455","1992","1","postseason","1992-12-25T00:00:00.000Z","","true","true","","","","","2305","Kansas","Big 8","fbs","23","","","1709","1717","252","BYU","Western Athletic","fbs","20","","","1757","1749","","",""
"58456","1992","1","postseason","1992-12-29T00:00:00.000Z","","true","true","","","","","30","USC","Pac-10","fbs","7","","","1706","1678","278","Fresno State","Western Athletic","fbs","24","","","1761","1789","","",""
"58457","1992","1","postseason","1992-12-29T00:00:00.000Z","","true","true","","","","","265","Washington State","Pac-10","fbs","31","","","1574","1578","254","Utah","Western Athletic","fbs","28","","","1518","1514","","",""
"58458","1992","1","postseason","1992-12-30T00:00:00.000Z","","true","true","","","","","62","Hawai'i","Western Athletic","fbs","27","","","1593","1616","356","Illinois","Big Ten","fbs","17","","","1576","1553","","",""
"58462","1992","1","postseason","1992-12-31T00:00:00.000Z","","true","true","","","","","154","Wake Forest","ACC","fbs","39","","","1511","1525","2483","Oregon","Pac-10","fbs","35","","","1617","1603","","",""
"58461","1992","1","postseason","1992-12-31T00:00:00.000Z","","true","true","","","","","145","Ole Miss","SEC","fbs","13","","","1644","1666","2005","Air Force","Western Athletic","fbs","0","","","1527","1505","","",""
"58460","1992","1","postseason","1992-12-31T00:00:00.000Z","","true","true","","","","","57","Florida","SEC","fbs","27","","","1714","1776","152","NC State","ACC","fbs","10","","","1873","1811","","",""
