"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"51967","1983","1","regular","1983-08-29T00:00:00.000Z","","true","false","","","","","158","Nebraska","Big 8","fbs","44","","","1977","2078","213","Penn State","FBS Independents","fbs","6","","","1915","1814","","",""
"52645","1983","1","postseason","1983-12-10T00:00:00.000Z","","true","true","","","","","2005","Air Force","Western Athletic","fbs","9","","","1739","1732","145","Ole Miss","SEC","fbs","3","","","1410","1417","","",""
"52649","1983","1","postseason","1983-12-17T00:00:00.000Z","","true","true","","","","","2633","Tennessee","SEC","fbs","30","","","1685","1707","120","Maryland","ACC","fbs","23","","","1768","1746","","",""
"52647","1983","1","postseason","1983-12-17T00:00:00.000Z","","true","true","","","","","2459","Northern Illinois","Mid-American","fbs","20","","","1613","1612","1000012","Cal State Fullerton","PCAA","fbs","13","","","1353","1354","","",""
"52650","1983","1","postseason","1983-12-22T00:00:00.000Z","","true","true","","","","","277","West Virginia","FBS Independents","fbs","20","","","1778","1771","96","Kentucky","SEC","fbs","16","","","1471","1478","","",""
"52651","1983","1","postseason","1983-12-23T00:00:00.000Z","","true","true","","","","","252","BYU","Western Athletic","fbs","21","","","2046","2039","142","Missouri","Big 8","fbs","17","","","1733","1740","","",""
"52652","1983","1","postseason","1983-12-24T00:00:00.000Z","","true","true","","","","","333","Alabama","SEC","fbs","28","","","1824","1881","2567","SMU","Southwest","fbs","7","","","1818","1761","","",""
"52653","1983","1","postseason","1983-12-26T00:00:00.000Z","","true","true","","","","","213","Penn State","FBS Independents","fbs","13","","","1771","1776","264","Washington","Pac-10","fbs","10","","","1755","1750","","",""
"52654","1983","1","postseason","1983-12-29T00:00:00.000Z","","true","true","true","","","","87","Notre Dame","FBS Independents","fbs","19","","","1836","1834","103","Boston College","FBS Independents","fbs","18","","","1661","1663","","",""
"52656","1983","1","postseason","1983-12-30T00:00:00.000Z","","true","true","","","","","52","Florida State","FBS Independents","fbs","28","","","1734","1818","153","North Carolina","ACC","fbs","3","","","1830","1746","","",""
"52655","1983","1","postseason","1983-12-30T00:00:00.000Z","","true","true","","","","","57","Florida","SEC","fbs","14","","","1942","1953","2294","Iowa","Big Ten","fbs","6","","","1837","1826","","",""
"52657","1983","1","postseason","1983-12-31T00:00:00.000Z","","true","true","","","","","197","Oklahoma State","Big 8","fbs","24","","","1710","1730","239","Baylor","Southwest","fbs","14","","","1656","1636","","",""
"52662","1983","1","postseason","1984-01-02T00:00:00.000Z","","true","true","","","","","26","UCLA","Pac-10","fbs","45","","","1732","1853","356","Illinois","Big Ten","fbs","9","","","1799","1678","","",""
