"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"61042","1997","1","regular","1997-08-23T00:00:00.000Z","","true","false","","","","","77","Northwestern","Big Ten","fbs","24","","","1651","1688","201","Oklahoma","Big 12","fbs","0","","","1443","1406","","",""
"61043","1997","1","regular","1997-08-24T00:00:00.000Z","","true","false","","","","","183","Syracuse","Big East","fbs","34","","","1785","1862","275","Wisconsin","Big Ten","fbs","0","","","1647","1570","","",""
"61683","1997","1","postseason","1997-12-05T00:00:00.000Z","","true","true","true","","","","276","Marshall","Mid-American","fbs","34","","","1717","1744","2649","Toledo","Mid-American","fbs","14","","","1453","1426","","",""
"61686","1997","1","postseason","1997-12-06T00:00:00.000Z","","true","true","true","","","","158","Nebraska","Big 12","fbs","54","","","2254","2326","245","Texas A&M","Big 12","fbs","15","","","1882","1810","","",""
"61687","1997","1","postseason","1997-12-06T00:00:00.000Z","","true","true","true","","","","2633","Tennessee","SEC","fbs","30","","","1987","1984","2","Auburn","SEC","fbs","29","","","1763","1766","","",""
"61684","1997","1","postseason","1997-12-06T00:00:00.000Z","","true","true","true","","","","36","Colorado State","Western Athletic","fbs","41","","","1871","1926","167","New Mexico","Western Athletic","fbs","13","","","1649","1594","","",""
"61688","1997","1","postseason","1997-12-20T00:00:00.000Z","","true","true","","","","","2483","Oregon","Pac-10","fbs","41","","","1645","1734","2005","Air Force","Western Athletic","fbs","13","","","1695","1606","","",""
"61689","1997","1","postseason","1997-12-25T00:00:00.000Z","","true","true","","","","","264","Washington","Pac-10","fbs","51","","","1887","1964","127","Michigan State","Big Ten","fbs","23","","","1847","1770","","",""
"61690","1997","1","postseason","1997-12-26T00:00:00.000Z","","true","true","","","","","145","Ole Miss","SEC","fbs","34","","","1593","1606","276","Marshall","Mid-American","fbs","31","","","1744","1731","","",""
"61691","1997","1","postseason","1997-12-27T00:00:00.000Z","","true","true","","","","","12","Arizona","Pac-10","fbs","20","","","1633","1644","167","New Mexico","Western Athletic","fbs","14","","","1594","1583","","",""
"61692","1997","1","postseason","1997-12-28T00:00:00.000Z","","true","true","","","","","99","LSU","SEC","fbs","27","","","1842","1884","87","Notre Dame","FBS Independents","fbs","9","","","1785","1743","","",""
"61695","1997","1","postseason","1997-12-29T00:00:00.000Z","","true","true","","","","","59","Georgia Tech","ACC","fbs","35","","","1534","1554","277","West Virginia","Big East","fbs","30","","","1683","1663","","",""
"61694","1997","1","postseason","1997-12-29T00:00:00.000Z","","true","true","","","","","36","Colorado State","Western Athletic","fbs","35","","","1926","1927","142","Missouri","Big 12","fbs","24","","","1605","1604","","",""
"61693","1997","1","postseason","1997-12-29T00:00:00.000Z","","true","true","","","","","2132","Cincinnati","Conference USA","fbs","35","","","1569","1616","328","Utah State","Big West","fbs","19","","","1622","1575","","",""
"61696","1997","1","postseason","1997-12-30T00:00:00.000Z","","true","true","","","","","2509","Purdue","Big Ten","fbs","33","","","1751","1771","197","Oklahoma State","Big 12","fbs","20","","","1609","1589","","",""
"61698","1997","1","postseason","1997-12-31T00:00:00.000Z","","true","true","","","","","2306","Kansas State","Big 12","fbs","35","","","1942","1993","183","Syracuse","Big East","fbs","18","","","2000","1949","","",""
"61697","1997","1","postseason","1997-12-31T00:00:00.000Z","","true","true","","","","","9","Arizona State","Pac-10","fbs","17","","","1853","1887","2294","Iowa","Big Ten","fbs","7","","","1971","1937","","",""
"61699","1997","1","postseason","1997-12-31T00:00:00.000Z","","true","true","","","","","2572","Southern Mississippi","Conference USA","fbs","41","","","1726","1792","221","Pittsburgh","Big East","fbs","7","","","1438","1372","","",""
"61701","1997","1","postseason","1998-01-01T00:00:00.000Z","","true","true","","","","","52","Florida State","ACC","fbs","31","","","2148","2186","194","Ohio State","Big Ten","fbs","14","","","2076","2038","","",""
"61702","1997","1","postseason","1998-01-01T00:00:00.000Z","","true","true","","","","","61","Georgia","SEC","fbs","33","","","1816","1869","275","Wisconsin","Big Ten","fbs","6","","","1604","1551","","",""
"61703","1997","1","postseason","1998-01-01T00:00:00.000Z","","true","true","","","","","130","Michigan","Big Ten","fbs","21","","","2014","2015","265","Washington State","Pac-10","fbs","16","","","1836","1835","","",""
"61705","1997","1","postseason","1998-01-01T00:00:00.000Z","","true","true","","","","","26","UCLA","Pac-10","fbs","29","","","2019","2019","245","Texas A&M","Big 12","fbs","23","","","1810","1810","","",""
"61704","1997","1","postseason","1998-01-01T00:00:00.000Z","","true","true","","","","","153","North Carolina","ACC","fbs","42","","","1844","1957","259","Virginia Tech","Big East","fbs","3","","","1782","1669","","",""
"61700","1997","1","postseason","1998-01-01T00:00:00.000Z","","true","true","","","","","57","Florida","SEC","fbs","21","","","2125","2135","213","Penn State","Big Ten","fbs","6","","","1811","1801","","",""
"61706","1997","1","postseason","1998-01-02T00:00:00.000Z","","true","true","","","","","2","Auburn","SEC","fbs","21","","","1766","1769","228","Clemson","ACC","fbs","17","","","1656","1653","","",""
"61707","1997","1","postseason","1998-01-02T00:00:00.000Z","","true","true","","","","","158","Nebraska","Big 12","fbs","42","","","2326","2359","2633","Tennessee","SEC","fbs","17","","","1984","1951","","",""
"61045","1997","2","regular","1997-08-28T00:00:00.000Z","","true","false","","","","","2132","Cincinnati","Conference USA","fbs","34","","","1501","1506","202","Tulsa","Western Athletic","fbs","24","","","1331","1326","","",""
"61046","1997","2","regular","1997-08-28T00:00:00.000Z","","true","false","","","","","2305","Kansas","Big 12","fbs","24","","","1506","1547","5","UAB","FBS Independents","fbs","0","","","1337","1296","","",""
"61048","1997","2","regular","1997-08-28T00:00:00.000Z","","true","false","","","","","194","Ohio State","Big Ten","fbs","24","","","1945","1950","2751","Wyoming","Western Athletic","fbs","10","","","1663","1658","","",""
"61047","1997","2","regular","1997-08-28T00:00:00.000Z","","true","false","true","","","","195","Ohio","Mid-American","fbs","31","","","1471","1483","2309","Kent State","Mid-American","fbs","7","","","1008","996","","",""
