"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores[0]","Home Line Scores[1]","Home Line Scores[2]","Home Line Scores[3]","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores[0]","Away Line Scores[1]","Away Line Scores[2]","Away Line Scores[3]","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"222340258","2002","1","regular","2002-08-22T23:30:00.000Z","","true","false","true","57120","3923","Scott Stadium","258","Virginia","ACC","fbs","29","0","7","14","8","","1432","1431","36","Colorado State","Mountain West","fbs","35","6","13","3","13","","1561","1562","","",""
"222350275","2002","1","regular","2002-08-24T00:00:00.000Z","","true","false","false","75136","347","Camp Randall Stadium","275","Wisconsin","Big Ten","fbs","23","0","10","7","6","","1532","1535","278","Fresno State","Western Athletic","fbs","21","7","0","7","7","","1713","1710","","",""
"222360194","2002","1","regular","2002-08-24T18:30:00.000Z","","true","false","false","100037","3861","Ohio Stadium","194","Ohio State","Big Ten","fbs","45","14","7","17","7","","1665","1724","2641","Texas Tech","Big 12","fbs","21","7","0","0","14","","1657","1598","","",""
"222360152","2002","1","regular","2002-08-24T20:30:00.000Z","","true","false","true","47018","3670","Carter-Finley Stadium","152","NC State","ACC","fbs","34","7","14","6","7","","1572","1618","167","New Mexico","Mountain West","fbs","14","0","0","7","7","","1570","1524","","",""
"222360158","2002","1","regular","2002-08-24T23:45:00.000Z","","true","false","false","77779","3834","Memorial Stadium","158","Nebraska","Big 12","fbs","48","3","7","14","24","","1834","1900","9","Arizona State","Pac-10","fbs","10","3","0","7","0","","1507","1441","","",""
"222360066","2002","1","regular","2002-08-25T00:30:00.000Z","","true","false","false","55132","","","66","Iowa State","Big 12","fbs","31","0","14","3","14","","1559","1562","52","Florida State","ACC","fbs","38","17","14","0","7","","1769","1766","","",""
"222370259","2002","1","regular","2002-08-25T18:30:00.000Z","","true","false","false","54016","3799","Lane Stadium","259","Virginia Tech","Big East","fbs","63","35","21","7","0","","1729","1816","2032","Arkansas State","Sun Belt","fbs","7","0","0","7","0","","1117","1030","","",""
"223512132","2002","1","postseason","2002-12-18T00:00:00.000Z","","true","false","false","19024","3493","Mercedes-Benz Superdome","2132","Cincinnati","Conference USA","fbs","19","7","0","6","6","","1657","1633","249","North Texas","Sun Belt","fbs","24","3","14","7","0","","1455","1479","","",""
"223520276","2002","1","postseason","2002-12-19T01:00:00.000Z","","true","false","false","40646","3797","Ladd Peebles Stadium","276","Marshall","Mid-American","fbs","38","7","10","7","14","","1647","1698","97","Louisville","Conference USA","fbs","15","0","7","0","8","","1600","1549","","",""
"223572641","2002","1","postseason","2002-12-23T22:30:00.000Z","","true","false","false","21689","","","2641","Texas Tech","Big 12","fbs","55","17","17","7","14","","1692","1794","228","Clemson","ACC","fbs","15","0","2","7","6","","1585","1483","","",""
"223590167","2002","1","postseason","2002-12-25T21:30:00.000Z","","true","false","true","30324","3914","Sam Boyd Stadium","167","New Mexico","Mountain West","fbs","13","6","0","0","7","","1465","1450","26","UCLA","Pac-10","fbs","27","3","3","7","14","","1644","1659","","",""
"223590062","2002","1","postseason","2002-12-26T01:00:00.000Z","","true","false","false","35513","3610","Aloha Stadium","62","Hawai'i","Western Athletic","fbs","28","7","7","0","14","","1594","1569","2655","Tulane","Conference USA","fbs","36","0","6","20","10","","1479","1504","","",""
"223602649","2002","1","postseason","2002-12-26T23:00:00.000Z","","true","false","false","0","3855","Notre Dame Stadium","2649","Toledo","Mid-American","fbs","25","3","15","7","0","","1692","1630","103","Boston College","Big East","fbs","51","14","28","6","3","","1760","1822","","",""
"223600204","2002","1","postseason","2002-12-27T02:30:00.000Z","","true","false","false","0","3979","Wagner College Stadium","204","Oregon State","Pac-10","fbs","13","7","3","3","0","","1809","1732","221","Pittsburgh","Big East","fbs","38","7","3","14","14","","1733","1810","","",""
"223610197","2002","1","postseason","2002-12-27T19:30:00.000Z","","true","false","false","0","","","197","Oklahoma State","Big 12","fbs","33","10","10","0","13","","1611","1622","2572","Southern Mississippi","Conference USA","fbs","23","3","10","10","0","","1531","1520","","",""
"223610145","2002","1","postseason","2002-12-27T22:30:00.000Z","","true","false","false","0","","","145","Ole Miss","SEC","fbs","27","0","14","10","3","","1523","1531","158","Nebraska","Big 12","fbs","23","3","14","3","3","","1684","1676","","",""
"223610009","2002","1","postseason","2002-12-28T02:00:00.000Z","","true","false","false","0","","","9","Arizona State","Pac-10","fbs","27","0","20","0","7","","1604","1634","2306","Kansas State","Big 12","fbs","34","0","14","0","20","","2246","2216","","",""
