"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"58472","1993","1","regular","1993-08-28T00:00:00.000Z","","true","false","","","","","52","Florida State","ACC","fbs","42","","","1934","2018","2305","Kansas","Big 8","fbs","0","","","1645","1561","","",""
"58473","1993","1","regular","1993-08-29T00:00:00.000Z","","true","false","","","","","30","USC","Pac-10","fbs","9","","","1619","1554","153","North Carolina","ACC","fbs","31","","","1551","1616","","",""
"59082","1993","1","postseason","1993-12-04T00:00:00.000Z","","true","true","true","","","","333","Alabama","SEC","fbs","13","","","1900","1883","57","Florida","SEC","fbs","28","","","2017","2034","","",""
"59085","1993","1","postseason","1993-12-17T00:00:00.000Z","","true","true","","","","","328","Utah State","Big West","fbs","42","","","1372","1397","2050","Ball State","Mid-American","fbs","33","","","1421","1396","","",""
"59086","1993","1","postseason","1993-12-24T00:00:00.000Z","","true","true","","","","","201","Oklahoma","Big 8","fbs","41","","","1793","1886","2641","Texas Tech","Southwest","fbs","10","","","1792","1699","","",""
"59087","1993","1","postseason","1993-12-25T00:00:00.000Z","","true","true","","","","","38","Colorado","Big 8","fbs","41","","","1821","1844","278","Fresno State","Western Athletic","fbs","30","","","1777","1754","","",""
"59088","1993","1","postseason","1993-12-28T00:00:00.000Z","","true","true","","","","","97","Louisville","FBS Independents","fbs","18","","","1649","1669","127","Michigan State","Big Ten","fbs","7","","","1571","1551","","",""
"59089","1993","1","postseason","1993-12-29T00:00:00.000Z","","true","true","","","","","2306","Kansas State","Big 8","fbs","52","","","1585","1685","2751","Wyoming","Western Athletic","fbs","17","","","1531","1431","","",""
"59091","1993","1","postseason","1993-12-30T00:00:00.000Z","","true","true","","","","","30","USC","Pac-10","fbs","28","","","1820","1815","254","Utah","Western Athletic","fbs","21","","","1507","1512","","",""
"59090","1993","1","postseason","1993-12-30T00:00:00.000Z","","true","true","","","","","194","Ohio State","Big Ten","fbs","28","","","1829","1826","252","BYU","Western Athletic","fbs","21","","","1541","1544","","",""
