"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores[0]","Home Line Scores[1]","Home Line Scores[2]","Home Line Scores[3]","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores[0]","Away Line Scores[1]","Away Line Scores[2]","Away Line Scores[3]","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"282412050","2008","1","regular","2008-08-28T23:00:00.000Z","false","true","false","false","13068","3919","Scheumann Stadium","2050","Ball State","Mid-American","fbs","48","7","24","7","10","","","","111","Northeastern","CAA","fcs","14","0","7","0","7","","","","","",""
"282412084","2008","1","regular","2008-08-28T23:00:00.000Z","","true","false","false","16656","3965","UB Stadium","2084","Buffalo","Mid-American","fbs","42","14","7","7","14","","1344","1406","2638","UTEP","Conference USA","fbs","17","0","14","3","0","","1333","1271","","",""
"282412117","2008","1","regular","2008-08-28T23:00:00.000Z","false","true","false","false","19732","3786","Kelly/Shorts Stadium","2117","Central Michigan","Mid-American","fbs","31","3","14","7","7","","","","2197","Eastern Illinois","OVC","fcs","12","3","0","3","6","","","","","",""
"282412199","2008","1","regular","2008-08-28T23:00:00.000Z","","true","false","false","17494","3912","Rynearson Stadium","2199","Eastern Michigan","Mid-American","fbs","52","14","14","14","10","","","","282","Indiana State","MVFC","fcs","0","0","0","0","0","","","","","",""
"282412393","2008","1","regular","2008-08-28T23:30:00.000Z","","true","false","true","22307","3725","Johnny Red"""" Floyd Stadium""""","2393","Middle Tennessee","Sun Belt","fbs","17","3","0","0","14","","1355","1341","2653","Troy","Sun Belt","fbs","31","7","10","7","7","","1550","1564","","",""
"282412390","2008","1","regular","2008-08-28T23:30:00.000Z","","true","false","false","48119","3948","Hard Rock Stadium","2390","Miami","ACC","fbs","52","21","7","14","10","","","","2127","Charleston Southern","Big South","fcs","7","0","0","7","0","","","","","",""
"282410041","2008","1","regular","2008-08-28T23:30:00.000Z","false","true","false","false","37583","3892","Rentschler Field","41","Connecticut","Big East","fbs","35","14","14","0","7","","","","2275","Hofstra","CAA","fcs","3","0","0","3","0","","","","","",""
"282412132","2008","1","regular","2008-08-28T23:30:00.000Z","false","true","false","false","26913","3854","Nippert Stadium","2132","Cincinnati","Big East","fbs","40","6","20","14","0","","","","2198","Eastern Kentucky","OVC","fcs","7","0","0","7","0","","","","","",""
"282410193","2008","1","regular","2008-08-28T23:30:00.000Z","","true","false","false","18398","3996","Yager Stadium","193","Miami (OH)","Mid-American","fbs","13","3","7","3","0","","1332","1294","238","Vanderbilt","SEC","fbs","34","17","10","0","7","","1473","1511","","",""
"282410059","2008","1","regular","2008-08-28T23:30:00.000Z","false","true","false","false","45706","721","Bobby Dodd Stadium at Historic Grant Field","59","Georgia Tech","ACC","fbs","41","14","13","7","7","","","","55","Jacksonville State","OVC","fcs","14","0","0","7","7","","","","","",""
