"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores[0]","Home Line Scores[1]","Home Line Scores[2]","Home Line Scores[3]","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores[0]","Away Line Scores[1]","Away Line Scores[2]","Away Line Scores[3]","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"400603840","2015","1","regular","2015-09-03T22:00:00.000Z","","true","true","false","51664","3628","Bank of America Stadium","2579","South Carolina","SEC","fbs","17","0","10","0","7","0.32245932505239777","1646","1646","153","North Carolina","ACC","fbs","13","7","6","0","0","0.6775406749476023","1477","1477","7.94978585869999","",""
"400763593","2015","1","regular","2015-09-03T22:00:00.000Z","","true","false","false","39184","3652","Bright House Networks Stadium","2116","UCF","American Athletic","fbs","14","7","7","0","0","0.10131731322441452","1626","1609","2229","Florida International","Conference USA","fbs","15","3","0","6","6","0.8986826867755855","1321","1338","5.3903379073","",""
"400787299","2015","1","regular","2015-09-03T23:00:00.000Z","false","true","false","false","10473","3919","Scheumann Stadium","2050","Ball State","Mid-American","fbs","48","3","17","14","14","0.5333798288849951","","","2678","VMI","Southern","fcs","36","0","10","7","19","0.46662017111500487","","","4.7380781049","",""
"400756896","2015","1","regular","2015-09-03T23:00:00.000Z","false","true","false","false","27126","3630","BB&T Field","154","Wake Forest","ACC","fbs","41","3","21","14","3","0.9999861779726812","","","2210","Elon","CAA","fcs","3","0","0","3","0","0.000013822027318810548","","","2.0872957646","",""
"400763399","2015","1","regular","2015-09-03T23:00:00.000Z","","true","false","false","19717","3786","Kelly/Shorts Stadium","2117","Central Michigan","Mid-American","fbs","13","3","3","7","0","0.08629501978357867","1417","1407","197","Oklahoma State","Big 12","fbs","24","3","7","7","7","0.9137049802164213","1567","1577","3.1885406359","",""
"400764854","2015","1","regular","2015-09-03T23:30:00.000Z","false","true","false","false","26113","3892","Rentschler Field","41","Connecticut","American Athletic","fbs","20","6","0","7","7","0.9751954499165597","","","222","Villanova","CAA","fcs","15","0","9","0","6","0.02480455008344029","","","6.3109494228","",""
"400756895","2015","1","regular","2015-09-03T23:30:00.000Z","false","true","false","false","49196","721","Bobby Dodd Stadium at Historic Grant Field","59","Georgia Tech","ACC","fbs","69","34","14","14","7","0.9999971059852482","","","2016","Alcorn State","SWAC","fcs","6","0","0","6","0","0.0000028940147518419224","","","1.04662376849999","",""
"400603839","2015","1","regular","2015-09-04T00:00:00.000Z","","true","false","false","30307","3973","Vanderbilt Stadium","238","Vanderbilt","SEC","fbs","12","0","3","0","9","0.6903780159152395","1365","1371","98","Western Kentucky","Conference USA","fbs","14","0","0","7","7","0.3096219840847605","1521","1515","5.6575509609","",""
"400756883","2015","1","regular","2015-09-04T00:30:00.000Z","","true","false","false","47825","587","Rice-Eccles Stadium","254","Utah","Pac-12","fbs","24","3","7","7","7","0.9017524508885089","1603","1610","130","Michigan","Big Ten","fbs","17","0","3","7","7","0.09824754911149114","1553","1546","4.6176711164","",""
"400763398","2015","1","regular","2015-09-04T01:00:00.000Z","","true","false","false","54147","3953","TCF Bank Stadium","135","Minnesota","Big Ten","fbs","17","0","3","7","7","0.07837070413274612","1633","1645","2628","TCU","Big 12","fbs","23","10","0","10","3","0.9216292958672538","1963","1951","2.7537930284","",""
"400787302","2015","1","regular","2015-09-04T01:00:00.000Z","","true","false","false","11587","3791","Kibbie Dome","70","Idaho","Sun Belt","fbs","28","3","10","0","15","0.005922595239181424","1167","1142","195","Ohio","Mid-American","fbs","45","21","7","3","14","0.9940774047608186","1321","1346","4.9746849037","",""
"400787110","2015","1","regular","2015-09-04T01:00:00.000Z","false","true","false","false","21209","3905","Romney Stadium","328","Utah State","Mountain West","fbs","12","5","0","0","7","0.29176428020527856","","","253","Southern Utah","Big Sky","fcs","9","6","3","0","0","0.7082357197947214","","","8.8452949667","",""
"400756894","2015","1","regular","2015-09-04T01:30:00.000Z","","true","false","false","25470","4729","Benson Field at Yulman Stadium","2655","Tulane","American Athletic","fbs","7","0","0","0","7","0.005530112651445365","1311","1259","150","Duke","ACC","fbs","37","3","10","3","21","0.9944698873485547","1572","1624","2.7582590138","",""
"400799923","2015","1","regular","2015-09-04T02:00:00.000Z","false","true","false","false","32547","3660","Bulldog Stadium","278","Fresno State","Mountain West","fbs","34","14","7","10","3","0.9879852752659197","","","2000","Abilene Christian","Southland","fcs","13","7","0","0","6","0.012014724734080273","","","3.63336776399999","",""
"400756882","2015","1","regular","2015-09-04T02:00:00.000Z","","true","false","false","51111","3619","Arizona Stadium","12","Arizona","Pac-12","fbs","42","14","7","14","7","0.15371950284735622","1649","1642","2636","UT San Antonio","Conference USA","fbs","32","0","20","6","6","0.8462804971526438","1294","1301","1.45698808729999","",""
"400787108","2015","1","regular","2015-09-04T02:00:00.000Z","false","true","false","false","21483","3816","Mackay Stadium","2440","Nevada","Mountain West","fbs","31","7","14","3","7","0.9974701755161006","","","302","UC Davis","Big Sky","fcs","17","0","3","0","14","0.002529824483899379","","","2.4004603686","",""
"400787109","2015","1","regular","2015-09-04T02:00:00.000Z","false","true","false","false","15198","3935","Spartan Stadium","23","San José State","Mountain West","fbs","43","20","6","10","7","0.9992858856570889","","","160","New Hampshire","CAA","fcs","13","0","7","0","6","0.0007141143429111318","","","2.0077161215","",""
"400787107","2015","1","regular","2015-09-04T05:00:00.000Z","","true","false","false","24255","3610","Aloha Stadium","62","Hawai'i","Mountain West","fbs","28","8","10","7","3","0.78293813326225998027","1347","1360","38","Colorado","Pac-12","fbs","20","0","14","3","3","0.21706186673774001973","1357","1344","","",""
"400763587","2015","1","regular","2015-09-04T19:30:00.000Z","","true","false","false","10252","3495","Georgia Dome","2247","Georgia State","Sun Belt","fbs","20","0","3","3","14","0.5179462015256432","1092","1110","2429","Charlotte","Conference USA","fbs","23","13","7","3","0","0.4820537984743568","1500","1482","4.9427680109","",""
"400760491","2015","1","regular","2015-09-04T23:00:00.000Z","false","true","false","false","22523","3841","Blaik Field at Michie Stadium","349","Army","FBS Independents","fbs","35","14","7","8","6","0.5078210156917","","","2230","Fordham","Patriot","fcs","37","14","13","2","8","0.4921789843083","","","6.95966309979999","",""
"400764855","2015","1","regular","2015-09-04T23:00:00.000Z","","true","false","false","32047","3735","Gerald J. Ford Stadium","2567","SMU","American Athletic","fbs","21","14","7","0","0","0.003645725186432551","1147","1132","239","Baylor","Big 12","fbs","56","28","0","14","14","0.9963542748135674","1874","1889","1.80597644569999","",""
"400763470","2015","1","regular","2015-09-04T23:00:00.000Z","","true","false","false","30885","3980","Waldo Stadium","2711","Western Michigan","Mid-American","fbs","24","7","3","7","7","0.08767580318556788","1444","1451","127","Michigan State","Big Ten","fbs","37","20","7","7","3","0.9123241968144321","1850","1843","1.2308073913","",""
"400756903","2015","1","regular","2015-09-04T23:00:00.000Z","false","true","false","false","30112","1964","Carrier Dome","183","Syracuse","ACC","fbs","47","14","17","9","7","0.9999822963474416","","","227","Rhode Island","CAA","fcs","0","0","0","0","0","0.000017703652558376248","","","2.0281674299","",""
"400756887","2015","1","regular","2015-09-05T00:00:00.000Z","false","true","false","false","35160","3893","Reser Stadium","204","Oregon State","Pac-12","fbs","26","0","6","7","13","0.99973849786178","","","2692","Weber State","Big Sky","fcs","7","0","0","7","0","0.00026150213821996005","","","4.2286517652","",""
"400756888","2015","1","regular","2015-09-05T02:26:00.000Z","","true","false","false","36836","3653","Albertsons Stadium","68","Boise State","Mountain West","fbs","16","6","10","0","0","0.9599791190224326","1716","1716","264","Washington","Pac-12","fbs","13","0","0","10","3","0.0400208809775674","1625","1625","5.211559612","",""
"400763496","2015","1","regular","2015-09-05T16:00:00.000Z","false","true","true","false","47453","3754","High Point Solutions Stadium","164","Rutgers","Big Ten","fbs","63","7","14","28","14","0.9994791848250604","","","2450","Norfolk State","MEAC","fcs","13","7","6","0","0","0.0005208151749396261","","","2.76958499919999","",""
"400603831","2015","1","regular","2015-09-05T16:00:00.000Z","","true","false","false","92746","3917","Sanford Stadium","61","Georgia","SEC","fbs","51","14","21","9","7","0.9993728217566958","1856","1894","2433","Louisiana Monroe","Sun Belt","fbs","14","0","7","7","0","0.0006271782433041606","1312","1274","0.181193705199999","",""
"400756891","2015","1","regular","2015-09-05T16:00:00.000Z","","true","false","false","36024","3911","Ryan Field","77","Northwestern","Big Ten","fbs","16","3","7","0","6","0.9090407690878116","1482","1520","24","Stanford","Pac-12","fbs","6","3","0","0","3","0.09095923091218838","1747","1709","6.251687021","",""
"400763401","2015","1","regular","2015-09-05T16:00:00.000Z","false","true","false","false","0","3833","Memorial Stadium","2305","Kansas","Big 12","fbs","38","7","7","14","10","0.1413291240686219","","","2571","South Dakota State","MVFC","fcs","41","17","14","3","7","0.8586708759313781","","","6.7413022896","",""
"400603835","2015","1","regular","2015-09-05T16:00:00.000Z","false","true","false","false","60186","3974","Vaught-Hemingway Stadium","145","Ole Miss","SEC","fbs","76","27","14","14","21","0.9999975285075248","","","2630","UT Martin","OVC","fcs","3","0","0","3","0","0.0000024714924752311518","","","1.0053332697","",""
"400763473","2015","1","regular","2015-09-05T16:00:00.000Z","false","true","false","false","59450","3793","Kinnick Stadium","2294","Iowa","Big Ten","fbs","31","7","10","7","7","0.998287714671344","","","2287","Illinois State","MVFC","fcs","14","0","0","0","14","0.0017122853286559714","","","2.3130227547","",""
"400763494","2015","1","regular","2015-09-05T16:00:00.000Z","false","true","false","false","38117","3665","Maryland Stadium","120","Maryland","Big Ten","fbs","50","10","12","7","21","0.9976395169850133","","","257","Richmond","CAA","fcs","21","7","7","0","7","0.002360483014986703","","","3.66056612949999","",""
