"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"56550","1990","1","regular","1990-08-26T00:00:00.000Z","","true","false","","","","","2633","Tennessee","SEC","fbs","31","","","1701","1706","38","Colorado","Big 8","fbs","31","","","1827","1822","","",""
"57177","1990","1","postseason","1990-12-08T00:00:00.000Z","","true","true","","","","","23","San José State","Big West","fbs","48","","","1693","1756","2117","Central Michigan","Mid-American","fbs","24","","","1650","1587","","",""
"57178","1990","1","postseason","1990-12-15T00:00:00.000Z","","true","true","","","","","120","Maryland","ACC","fbs","34","","","1497","1497","2348","Louisiana Tech","FBS Independents","fbs","34","","","1637","1637","","",""
"57179","1990","1","postseason","1990-12-25T00:00:00.000Z","","true","true","","","","","183","Syracuse","FBS Independents","fbs","28","","","1780","1832","12","Arizona","Pac-10","fbs","0","","","1533","1481","","",""
"57180","1990","1","postseason","1990-12-27T00:00:00.000Z","","true","true","","","","","2005","Air Force","Western Athletic","fbs","23","","","1444","1506","194","Ohio State","Big Ten","fbs","11","","","1779","1717","","",""
"57181","1990","1","postseason","1990-12-28T00:00:00.000Z","","true","true","true","","","","52","Florida State","FBS Independents","fbs","24","","","2117","2113","213","Penn State","FBS Independents","fbs","17","","","1817","1821","","",""
"57182","1990","1","postseason","1990-12-28T00:00:00.000Z","","true","true","","","","","152","NC State","ACC","fbs","31","","","1679","1684","2572","Southern Mississippi","FBS Independents","fbs","27","","","1606","1601","","",""
"57185","1990","1","postseason","1990-12-29T00:00:00.000Z","","true","true","","","","","245","Texas A&M","Southwest","fbs","65","","","1927","2081","252","BYU","Western Athletic","fbs","14","","","1838","1684","","",""
"57183","1990","1","postseason","1990-12-29T00:00:00.000Z","","true","true","","","","","2","Auburn","SEC","fbs","27","","","1762","1762","84","Indiana","Big Ten","fbs","23","","","1606","1606","","",""
"57184","1990","1","postseason","1990-12-29T00:00:00.000Z","","true","true","","","","","36","Colorado State","Western Athletic","fbs","32","","","1599","1603","2483","Oregon","Pac-10","fbs","31","","","1668","1664","","",""
"57187","1990","1","postseason","1990-12-31T00:00:00.000Z","","true","true","","","","","127","Michigan State","Big Ten","fbs","17","","","1776","1779","30","USC","Pac-10","fbs","16","","","1802","1799","","",""
"57186","1990","1","postseason","1990-12-31T00:00:00.000Z","","true","true","","","","","25","California","Pac-10","fbs","17","","","1568","1570","2751","Wyoming","Western Athletic","fbs","15","","","1513","1511","","",""
"57190","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","59","Georgia Tech","ACC","fbs","45","","","1770","1860","158","Nebraska","Big 8","fbs","21","","","1946","1856","","",""
"57188","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","228","Clemson","ACC","fbs","30","","","1943","1998","356","Illinois","Big Ten","fbs","0","","","1662","1607","","",""
"57189","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","38","Colorado","Big 8","fbs","10","","","2016","2016","87","Notre Dame","FBS Independents","fbs","9","","","1911","1911","","",""
"57195","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","264","Washington","Pac-10","fbs","46","","","2101","2100","2294","Iowa","Big Ten","fbs","34","","","1720","1721","","",""
"57194","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","2633","Tennessee","SEC","fbs","23","","","1939","1939","258","Virginia","ACC","fbs","22","","","1835","1835","","",""
"57193","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","130","Michigan","Big Ten","fbs","35","","","1904","1969","145","Ole Miss","SEC","fbs","3","","","1658","1593","","",""
"57192","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","2390","Miami","FBS Independents","fbs","46","","","2118","2220","251","Texas","Southwest","fbs","3","","","1871","1769","","",""
"57191","1990","1","postseason","1991-01-01T00:00:00.000Z","","true","true","","","","","97","Louisville","FBS Independents","fbs","34","","","1659","1761","333","Alabama","SEC","fbs","7","","","1838","1736","","",""
"56551","1990","2","regular","1990-08-31T00:00:00.000Z","","true","false","","","","","30","USC","Pac-10","fbs","34","","","1848","1870","183","Syracuse","FBS Independents","fbs","16","","","1651","1629","","",""
"56557","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","true","","","","2005","Air Force","Western Athletic","fbs","33","","","1588","1584","36","Colorado State","Western Athletic","fbs","35","","","1574","1578","","",""
"56561","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","true","","","","2655","Tulane","FBS Independents","fbs","6","","","1392","1277","309","Louisiana","FBS Independents","fbs","48","","","1480","1595","","",""
"56554","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","true","","","","2638","UTEP","Western Athletic","fbs","10","","","1286","1272","252","BYU","Western Athletic","fbs","30","","","1633","1647","","",""
"56564","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2439","UNLV","Big West","fbs","24","","","","","2623","Missouri State","","","31","","","","","","",""
"56563","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","120","Maryland","ACC","fbs","20","","","1493","1505","259","Virginia Tech","FBS Independents","fbs","13","","","1537","1525","","",""
"56562","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","97","Louisville","FBS Independents","fbs","10","","","1595","1589","23","San José State","Big West","fbs","10","","","1454","1460","","",""
"56560","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","96","Kentucky","SEC","fbs","20","","","1533","1534","2117","Central Michigan","Mid-American","fbs","17","","","1519","1518","","",""
"56559","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","278","Fresno State","Big West","fbs","41","","","1597","1666","2199","Eastern Michigan","Mid-American","fbs","10","","","1481","1412","","",""
"56556","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","228","Clemson","ACC","fbs","59","","","1827","1920","1000006","Long Beach State","Big West","fbs","0","","","1182","1089","","",""
"56555","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","1000012","Cal State Fullerton","Big West","fbs","38","","","","","1000898","Sonoma State","","","24","","","","","","",""
"56552","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2006","Akron","FBS Independents","fbs","17","","","","","2287","Illinois State","","","7","","","","","","",""
"56575","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2572","Southern Mississippi","FBS Independents","fbs","12","","","","","2170","Delta State","","","0","","","","","","",""
"56574","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2579","South Carolina","FBS Independents","fbs","21","","","1478","1502","150","Duke","ACC","fbs","10","","","1527","1503","","",""
"56573","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","242","Rice","Southwest","fbs","33","","","1319","1357","154","Wake Forest","ACC","fbs","17","","","1361","1323","","",""
"56572","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","221","Pittsburgh","FBS Independents","fbs","35","","","1621","1663","195","Ohio","Mid-American","fbs","3","","","1237","1195","","",""
"56571","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","197","Oklahoma State","Big 8","fbs","10","","","1524","1532","202","Tulsa","FBS Independents","fbs","3","","","1489","1481","","",""
"56570","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2459","Northern Illinois","FBS Independents","fbs","28","","","","","2197","Eastern Illinois","","","17","","","","","","",""
"56569","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","152","NC State","ACC","fbs","67","","","","","2717","Western Carolina","","","0","","","","","","",""
"56568","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","153","North Carolina","ACC","fbs","34","","","1231","1326","193","Miami (OH)","Mid-American","fbs","0","","","1232","1137","","",""
"56567","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","166","New Mexico State","Big West","fbs","12","","","1051","1037","167","New Mexico","Western Athletic","fbs","29","","","1324","1338","","",""
"56566","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","158","Nebraska","Big 8","fbs","13","","","1853","1862","239","Baylor","Southwest","fbs","0","","","1652","1643","","",""
"56578","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","328","Utah State","Big West","fbs","0","","","1230","1191","254","Utah","Western Athletic","fbs","19","","","1307","1346","","",""
"56577","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","62","Hawai'i","Western Athletic","fbs","13","","","1694","1662","245","Texas A&M","Southwest","fbs","28","","","1728","1760","","",""
"56576","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2633","Tennessee","SEC","fbs","55","","","1706","1778","1000044","Pacific","Big West","fbs","7","","","1171","1099","","",""
"56558","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","true","","","","151","East Carolina","FBS Independents","fbs","27","","","1436","1456","2348","Louisiana Tech","FBS Independents","fbs","17","","","1469","1449","","",""
"56553","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","true","","","","2032","Arkansas State","FBS Independents","fbs","24","","","1485","1479","235","Memphis","FBS Independents","fbs","24","","","1338","1344","","",""
"56579","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2305","Kansas","Big 8","fbs","10","","","1245","1148","258","Virginia","ACC","fbs","59","","","1630","1727","","",""
"56580","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2628","TCU","Southwest","fbs","3","","","1392","1372","265","Washington State","Pac-10","fbs","21","","","1627","1647","","",""
"56581","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","277","West Virginia","FBS Independents","fbs","35","","","1713","1698","2309","Kent State","Mid-American","fbs","24","","","1195","1210","","",""
"56582","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","2751","Wyoming","Western Athletic","fbs","38","","","1545","1552","218","Temple","FBS Independents","fbs","23","","","1255","1248","","",""
"56565","1990","2","regular","1990-09-01T00:00:00.000Z","","true","false","","","","","204","Oregon State","Pac-10","fbs","15","","","","","149","Montana","","","22","","","","","","",""
"56583","1990","2","regular","1990-09-02T00:00:00.000Z","","true","false","","","","","2132","Cincinnati","FBS Independents","fbs","20","","","1076","1063","189","Bowling Green","Mid-American","fbs","34","","","1273","1286","","",""
"56584","1990","3","regular","1990-09-06T00:00:00.000Z","","true","false","","","","","38","Colorado","Big 8","fbs","21","","","1822","1816","24","Stanford","Pac-10","fbs","17","","","1518","1524","","",""
"56613","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","158","Nebraska","Big 8","fbs","60","","","1862","1947","2459","Northern Illinois","FBS Independents","fbs","14","","","1481","1396","","",""
"56614","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","194","Ohio State","Big Ten","fbs","17","","","1571","1585","2641","Texas Tech","Southwest","fbs","10","","","1643","1629","","",""
"56615","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","26","UCLA","Pac-10","fbs","14","","","1583","1551","201","Oklahoma","Big 8","fbs","34","","","1749","1781","","",""
"56616","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2483","Oregon","Pac-10","fbs","42","","","1659","1685","21","San Diego State","Western Athletic","fbs","21","","","1423","1397","","",""
"56617","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","1000044","Pacific","Big West","fbs","41","","","","","16","Sacramento State","","","33","","","","","","",""
"56619","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","164","Rutgers","FBS Independents","fbs","24","","","1429","1473","96","Kentucky","SEC","fbs","8","","","1534","1490","","",""
"56620","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2579","South Carolina","FBS Independents","fbs","27","","","1502","1537","153","North Carolina","ACC","fbs","5","","","1326","1291","","",""
"56621","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2567","SMU","Southwest","fbs","44","","","1234","1361","238","Vanderbilt","SEC","fbs","7","","","1378","1251","","",""
"56622","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","333","Alabama","SEC","fbs","24","","","1754","1736","2572","Southern Mississippi","FBS Independents","fbs","27","","","1542","1560","","",""
"56625","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","213","Penn State","FBS Independents","fbs","13","","","1692","1669","251","Texas","Southwest","fbs","17","","","1455","1478","","",""
"56626","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","142","Missouri","Big 8","fbs","19","","","1317","1318","2628","TCU","Southwest","fbs","20","","","1372","1371","","",""
"56627","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2638","UTEP","Western Athletic","fbs","27","","","1272","1270","166","New Mexico State","Big West","fbs","24","","","1037","1039","","",""
"56629","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","242","Rice","Southwest","fbs","10","","","1357","1326","2655","Tulane","FBS Independents","fbs","21","","","1277","1308","","",""
"56630","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","202","Tulsa","FBS Independents","fbs","41","","","","","2623","Missouri State","","","28","","","","","","",""
"56631","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","135","Minnesota","Big Ten","fbs","29","","","1496","1474","254","Utah","Western Athletic","fbs","35","","","1346","1368","","",""
"56634","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","259","Virginia Tech","FBS Independents","fbs","21","","","1525","1533","189","Bowling Green","Mid-American","fbs","7","","","1286","1278","","",""
"56635","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","154","Wake Forest","ACC","fbs","23","","","1323","1355","2026","Appalachian State","","","12","","","1471","1439","","",""
"56636","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","264","Washington","Pac-10","fbs","20","","","1714","1712","23","San José State","Big West","fbs","17","","","1460","1462","","",""
"56637","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","265","Washington State","Pac-10","fbs","13","","","1647","1582","2751","Wyoming","Western Athletic","fbs","34","","","1552","1617","","",""
"56632","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","328","Utah State","Big West","fbs","27","","","1191","1211","1000006","Long Beach State","Big West","fbs","13","","","1089","1069","","",""
"56623","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","183","Syracuse","FBS Independents","fbs","19","","","1629","1621","218","Temple","FBS Independents","fbs","9","","","1248","1256","","",""
"56618","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","221","Pittsburgh","FBS Independents","fbs","29","","","1663","1698","103","Boston College","FBS Independents","fbs","6","","","1459","1424","","",""
"56585","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","2005","Air Force","Western Athletic","fbs","27","","","1584","1653","62","Hawai'i","Western Athletic","fbs","3","","","1662","1593","","",""
"56587","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","12","Arizona","Pac-10","fbs","28","","","1671","1694","356","Illinois","Big Ten","fbs","16","","","1672","1649","","",""
"56592","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","252","BYU","Western Athletic","fbs","28","","","1647","1675","2390","Miami","FBS Independents","fbs","21","","","1943","1915","","",""
"56588","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","9","Arizona State","Pac-10","fbs","34","","","1491","1558","239","Baylor","Southwest","fbs","13","","","1643","1576","","",""
"56593","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","275","Wisconsin","Big Ten","fbs","12","","","1300","1280","25","California","Pac-10","fbs","28","","","1475","1495","","",""
"56597","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","2199","Eastern Michigan","Mid-American","fbs","27","","","1412","1413","2711","Western Michigan","Mid-American","fbs","24","","","1427","1426","","",""
"56599","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","52","Florida State","FBS Independents","fbs","45","","","1955","1957","151","East Carolina","FBS Independents","fbs","24","","","1456","1454","","",""
"56601","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","59","Georgia Tech","ACC","fbs","21","","","1561","1574","152","NC State","ACC","fbs","13","","","1575","1562","","",""
"56607","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","99","LSU","SEC","fbs","18","","","1652","1656","61","Georgia","SEC","fbs","13","","","1628","1624","","",""
"56624","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","344","Mississippi State","SEC","fbs","7","","","1486","1429","2633","Tennessee","SEC","fbs","40","","","1778","1835","","",""
"56628","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","193","Miami (OH)","Mid-American","fbs","14","","","1137","1148","2649","Toledo","Mid-American","fbs","20","","","1445","1434","","",""
"56600","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","278","Fresno State","Big West","fbs","24","","","1666","1658","167","New Mexico","Western Athletic","fbs","17","","","1338","1346","","",""
"56598","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","57","Florida","SEC","fbs","50","","","1601","1719","197","Oklahoma State","Big 8","fbs","7","","","1532","1414","","",""
"56596","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","77","Northwestern","Big Ten","fbs","24","","","1152","1167","150","Duke","ACC","fbs","27","","","1503","1488","","",""
"56589","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2032","Arkansas State","FBS Independents","fbs","23","","","1479","1480","2433","Louisiana Monroe","","","18","","","1381","1380","","",""
"56590","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2","Auburn","SEC","fbs","38","","","1805","1819","1000012","Cal State Fullerton","Big West","fbs","17","","","1440","1426","","",""
"56591","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2287","Illinois State","","","3","","","","","2050","Ball State","Mid-American","fbs","13","","","","","","",""
"56586","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2309","Kent State","Mid-American","fbs","10","","","1210","1159","2006","Akron","FBS Independents","fbs","38","","","1425","1476","","",""
"56610","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","277","West Virginia","FBS Independents","fbs","10","","","1698","1678","120","Maryland","ACC","fbs","14","","","1505","1525","","",""
"56612","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2426","Navy","FBS Independents","fbs","28","","","","","257","Richmond","","","17","","","","","","",""
"56611","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","145","Ole Miss","SEC","fbs","23","","","1540","1538","235","Memphis","FBS Independents","fbs","21","","","1344","1346","","",""
"56633","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","true","","","","258","Virginia","ACC","fbs","20","","","1727","1770","228","Clemson","ACC","fbs","7","","","1920","1877","","",""
"56595","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","36","Colorado State","Western Athletic","fbs","41","","","","","147","Montana State","","","5","","","","","","",""
"56594","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2117","Central Michigan","Mid-American","fbs","34","","","1518","1558","2132","Cincinnati","FBS Independents","fbs","0","","","1063","1023","","",""
"56602","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","248","Houston","Southwest","fbs","37","","","2051","2042","2439","UNLV","Big West","fbs","9","","","1249","1258","","",""
"56603","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","66","Iowa State","Big 8","fbs","35","","","","","2460","Northern Iowa","","","6","","","","","","",""
"56604","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2305","Kansas","Big 8","fbs","38","","","1148","1244","204","Oregon State","Pac-10","fbs","12","","","1382","1286","","",""
"56605","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2306","Kansas State","Big 8","fbs","27","","","","","2710","Western Illinois","","","6","","","","","","",""
"56606","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","309","Louisiana","FBS Independents","fbs","24","","","","","2447","Nicholls","","","21","","","","","","",""
"56608","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","2377","McNeese","","","3","","","","","2348","Louisiana Tech","FBS Independents","fbs","51","","","","","","",""
"56609","1990","3","regular","1990-09-08T00:00:00.000Z","","true","false","","","","","97","Louisville","FBS Independents","fbs","68","","","","","93","Murray State","","","0","","","","","","",""
"56638","1990","4","regular","1990-09-13T00:00:00.000Z","","true","false","true","","","","2641","Texas Tech","Southwest","fbs","35","","","1629","1630","248","Houston","Southwest","fbs","51","","","2042","2041","","",""
"56673","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","21","San Diego State","Western Athletic","fbs","38","","","1397","1407","1000006","Long Beach State","Big West","fbs","20","","","1069","1059","","",""
"56683","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","true","","","","151","East Carolina","FBS Independents","fbs","23","","","1454","1457","259","Virginia Tech","FBS Independents","fbs","24","","","1533","1530","","",""
"56648","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","true","","","","2199","Eastern Michigan","Mid-American","fbs","21","","","1413","1411","195","Ohio","Mid-American","fbs","18","","","1195","1197","","",""
"56647","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","true","","","","120","Maryland","ACC","fbs","17","","","1525","1539","228","Clemson","ACC","fbs","18","","","1877","1863","","",""
"56639","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","2005","Air Force","Western Athletic","fbs","10","","","","","2643","The Citadel","","","7","","","","","","",""
"56640","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","167","New Mexico","Western Athletic","fbs","10","","","1346","1344","12","Arizona","Pac-10","fbs","25","","","1694","1696","","",""
"56641","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","9","Arizona State","Pac-10","fbs","31","","","1558","1579","36","Colorado State","Western Athletic","fbs","20","","","1578","1557","","",""
"56642","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","8","Arkansas","Southwest","fbs","28","","","1716","1753","202","Tulsa","FBS Independents","fbs","3","","","1481","1444","","",""
"56643","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","349","Army","FBS Independents","fbs","24","","","","","107","Holy Cross","","","7","","","","","","",""
"56645","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","252","BYU","Western Athletic","fbs","50","","","1675","1695","265","Washington State","Pac-10","fbs","36","","","1582","1562","","",""
"56646","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","2117","Central Michigan","Mid-American","fbs","14","","","1558","1555","2006","Akron","FBS Independents","fbs","14","","","1476","1479","","",""
"56650","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","52","Florida State","FBS Independents","fbs","48","","","1957","2019","290","Georgia Southern","","","6","","","1492","1430","","",""
"56651","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","254","Utah","Western Athletic","fbs","7","","","1368","1337","278","Fresno State","Big West","fbs","31","","","1658","1689","","",""
"56652","1990","4","regular","1990-09-15T00:00:00.000Z","","true","false","","","","","61","Georgia","SEC","fbs","18","","","1624","1623","2572","Southern Mississippi","FBS Independents","fbs","17","","","1560","1561","","",""
