"Id","Season","Week","Season Type","Start Date","Start Time Tbd","Completed","Neutral Site","Conference Game","Attendance","Venue Id","Venue","Home Id","Home Team","Home Conference","Home Division","Home Points","Home Line Scores","Home Post Win Prob","Home Pregame Elo","Home Postgame Elo","Away Id","Away Team","Away Conference","Away Division","Away Points","Away Line Scores","Away Post Win Prob","Away Pregame Elo","Away Postgame Elo","Excitement Index","Highlights","Notes"
"54012","1986","1","regular","1986-08-27T00:00:00.000Z","","true","false","","","","","333","Alabama","SEC","fbs","16","","","1719","1726","194","Ohio State","Big Ten","fbs","10","","","1719","1712","","",""
"54014","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","166","New Mexico State","PCAA","fbs","14","","","","","2025","Angelo State","","","20","","","","","","",""
"54019","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","202","Tulsa","FBS Independents","fbs","17","","","1471","1459","2348","Louisiana Tech","","","22","","","1423","1435","","",""
"54020","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","true","","","","2579","South Carolina","FBS Independents","fbs","14","","","1492","1473","2390","Miami","FBS Independents","fbs","34","","","1787","1806","","",""
"54018","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","2306","Kansas State","Big 8","fbs","35","","","","","2710","Western Illinois","","","7","","","","","","",""
"54022","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","2638","UTEP","Western Athletic","fbs","64","","","","","128","Northern Michigan","","","29","","","","","","",""
"54021","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","2440","Nevada","","","49","","","1584","1696","1000012","Cal State Fullerton","PCAA","fbs","3","","","1402","1290","","",""
"54013","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","true","","","","2005","Air Force","Western Athletic","fbs","24","","","1793","1788","62","Hawai'i","Western Athletic","fbs","17","","","1520","1525","","",""
"54015","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","2459","Northern Illinois","FBS Independents","fbs","10","","","1388","1358","2050","Ball State","Mid-American","fbs","20","","","1291","1321","","",""
"54016","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","57","Florida","SEC","fbs","38","","","1798","1826","290","Georgia Southern","","","14","","","1495","1467","","",""
"54017","1986","1","regular","1986-08-30T00:00:00.000Z","","true","false","","","","","52","Florida State","FBS Independents","fbs","24","","","1759","1780","2649","Toledo","Mid-American","fbs","0","","","1388","1367","","",""
